GEOID,occupancy_rate,vacancy_rate,multiunit_struct,mobile_home_rate,pop_20yrs_plus,no_vehicle,public_transit,NAME,mobile_home,multiunits_10_to_19,multiunits_20_to_49,multiunits_50plus,multiunits_five_to_nine,multiunits_three_or_four,multiunits_two,occupied_owner,occupied_renter,occupied_units,pop_own_90_99,pop_own_bfr89,pop_own_occ,pop_ren_90_99,pop_ren_bfr89,pop_ren_occ,total_units,vacant_units,pop_own_20yrs_plus,pop_ren_20yrs_plus
34025802800,0.9779688339602365,0.02203116603976357,478,0,1730,101,364,"Census Tract 8028, Monmouth County, New Jersey",0,223,0,12,141,32,70,1512,308,1820,1109,584,4087,23,14,601,1861,41,1693,37
34025802900,0.9315245478036176,0.06847545219638243,86,0,765,13,131,"Census Tract 8029, Monmouth County, New Jersey",0,25,12,0,15,28,6,631,90,721,447,318,1748,0,0,217,774,53,765,0
34025803000,0.9825718323127649,0.017428167687235045,769,0,1440,82,479,"Census Tract 8030, Monmouth County, New Jersey",0,235,78,106,129,195,26,1453,633,2086,692,716,4162,24,8,1193,2123,37,1408,32
34025803100,0.9483002832861189,0.051699716713881017,564,0,1073,19,150,"Census Tract 8031, Monmouth County, New Jersey",0,174,41,119,93,104,33,780,559,1339,419,595,2153,40,19,1220,1412,73,1014,59
34025803201,0.9342417061611374,0.06575829383886256,226,0.017772511848341232,879,57,170,"Census Tract 8032.01, Monmouth County, New Jersey",30,62,0,0,70,85,9,1205,372,1577,509,305,2991,65,0,811,1688,111,814,65
34025803202,0.9569202566452796,0.04307974335472044,265,0,1780,60,609,"Census Tract 8032.02, Monmouth County, New Jersey",0,30,0,235,0,0,0,1771,317,2088,1100,661,5503,0,19,476,2182,94,1761,19
34025803300,0.9560283687943263,0.04397163120567376,11,0,2716,0,408,"Census Tract 8033, Monmouth County, New Jersey",0,0,0,0,11,0,0,1907,115,2022,1364,1352,6082,0,0,284,2115,93,2716,0
34025803400,0.9200236966824644,0.07997630331753554,690,0,642,474,129,"Census Tract 8034, Monmouth County, New Jersey",0,27,46,65,92,187,273,552,1001,1553,187,369,1391,78,8,3547,1688,135,556,86
34025803500,0.9376899696048632,0.06231003039513678,673,0,589,130,124,"Census Tract 8035, Monmouth County, New Jersey",0,125,124,131,77,137,79,646,588,1234,345,193,1401,43,8,1152,1316,82,538,51
34025803600,0.8990439770554494,0.10095602294455067,1424,0,888,141,201,"Census Tract 8036, Monmouth County, New Jersey",0,106,92,567,86,332,241,1272,1079,2351,327,380,2531,61,120,1925,2615,264,707,181
34025803700,0.966804979253112,0.03319502074688797,27,0.00466804979253112,1686,10,616,"Census Tract 8037, Monmouth County, New Jersey",9,0,0,0,0,0,27,1682,182,1864,819,787,5284,0,80,654,1928,64,1606,80
34025803800,0.9000908265213442,0.09990917347865577,0,0,870,45,409,"Census Tract 8038, Monmouth County, New Jersey",0,0,0,0,0,0,0,934,57,991,591,269,2987,10,0,146,1101,110,860,10
34025803900,0.8954887218045112,0.10451127819548872,53,0,1104,7,391,"Census Tract 8039, Monmouth County, New Jersey",0,0,0,0,0,0,53,1072,119,1191,659,433,3372,12,0,281,1330,139,1092,12
34025804100,0.7250894225855902,0.27491057741440983,853,0,931,24,200,"Census Tract 8041, Monmouth County, New Jersey",0,20,54,542,176,19,42,1212,207,1419,566,358,2813,7,0,408,1957,538,924,7
34025804200,0.9540909090909091,0.045909090909090906,69,0.02,1856,0,417,"Census Tract 8042, Monmouth County, New Jersey",44,0,12,0,41,16,0,1942,157,2099,1035,731,5498,0,90,366,2200,101,1766,90
34025804500,0.9249665029030817,0.07503349709691827,335,0,1866,177,92,"Census Tract 8045, Monmouth County, New Jersey",0,64,3,144,109,15,0,1770,301,2071,1007,774,4463,70,15,638,2239,168,1781,85
34025804600,0.9755600814663951,0.024439918533604887,12,0,1012,5,81,"Census Tract 8046, Monmouth County, New Jersey",0,0,0,0,12,0,0,932,26,958,722,256,2606,24,10,100,982,24,978,34
34025804700,0.03225806451612903,0.967741935483871,48,0,0,0,0,"Census Tract 8047, Monmouth County, New Jersey",0,0,0,36,12,0,0,4,0,4,0,0,13,0,0,0,124,120,0,0
34025804800,0.93099006256901,0.06900993743099006,3346,0,1440,976,34,"Census Tract 8048, Monmouth County, New Jersey",0,209,168,2327,485,132,25,2697,2362,5059,748,361,5102,306,25,4588,5434,375,1109,331
34025805001,0.9334871203383314,0.06651287966166859,2146,0,744,89,38,"Census Tract 8050.01, Monmouth County, New Jersey",0,640,99,107,684,370,246,640,1788,2428,316,109,1396,263,56,3267,2601,173,425,319
34025805100,0.9492260061919504,0.05077399380804953,129,0.17956656346749225,1755,77,48,"Census Tract 8051, Monmouth County, New Jersey",290,50,33,0,21,25,0,1272,261,1533,1052,670,3464,0,33,725,1615,82,1722,33
34025805300,0.9398563734290843,0.06014362657091562,135,0,2061,42,83,"Census Tract 8053, Monmouth County, New Jersey",0,0,0,107,0,11,17,1797,297,2094,842,1168,4796,51,0,820,2228,134,2010,51
34025805400,0.841845140032949,0.15815485996705106,1299,0.007825370675453048,1132,145,57,"Census Tract 8054, Monmouth County, New Jersey",19,188,208,397,162,136,208,987,1057,2044,438,467,2249,227,0,2502,2428,384,905,227
34025805500,0.8869300911854103,0.11306990881458967,658,0,706,193,99,"Census Tract 8055, Monmouth County, New Jersey",0,199,87,85,32,38,217,798,661,1459,374,291,2361,15,26,1684,1645,186,665,41
34025805600,0.9089887640449438,0.09101123595505618,539,0,407,281,103,"Census Tract 8056, Monmouth County, New Jersey",0,36,55,140,131,64,113,238,571,809,15,325,763,44,23,1689,890,81,340,67
34025805700,0.9122340425531915,0.08776595744680851,488,0,593,77,15,"Census Tract 8057, Monmouth County, New Jersey",0,0,84,10,26,189,179,521,508,1029,294,272,1422,10,17,1649,1128,99,566,27
34025805800,0.8389694041867954,0.1610305958132045,1512,0,351,252,197,"Census Tract 8058, Monmouth County, New Jersey",0,67,237,726,128,143,211,236,1327,1563,76,53,543,222,0,3201,1863,300,129,222
34025805900,0.9262213359920239,0.07377866400797607,882,0,1688,182,29,"Census Tract 8059, Monmouth County, New Jersey",0,70,113,0,172,189,338,886,972,1858,525,931,2468,209,23,2937,2006,148,1456,232
34025806000,0.6925520649488175,0.3074479350511825,1977,0,1014,150,187,"Census Tract 8060, Monmouth County, New Jersey",0,184,339,845,171,273,165,817,1145,1962,413,570,1666,0,31,2149,2833,871,983,31
34025806100,0.6489479512735327,0.35105204872646734,567,0,1084,49,27,"Census Tract 8061, Monmouth County, New Jersey",0,103,200,42,106,88,28,735,437,1172,349,645,1926,90,0,1229,1806,634,994,90
34025806201,0.8416289592760181,0.1583710407239819,24,0.011312217194570135,1158,12,66,"Census Tract 8062.01, Monmouth County, New Jersey",10,0,0,0,0,0,24,651,93,744,472,511,1941,9,166,358,884,140,983,175
34025806202,0.9501385041551247,0.04986149584487535,397,0,1488,89,29,"Census Tract 8062.02, Monmouth County, New Jersey",0,116,106,76,9,71,19,1234,481,1715,714,597,3417,99,78,1009,1805,90,1311,177
34025806300,0.6780876494023904,0.3219123505976096,86,0,1220,25,77,"Census Tract 8063, Monmouth County, New Jersey",0,29,0,0,5,38,14,752,99,851,571,643,2098,0,6,241,1255,404,1214,6
34025806400,0.9573560767590619,0.042643923240938165,22,0,2223,75,107,"Census Tract 8064, Monmouth County, New Jersey",0,0,0,22,0,0,0,1652,144,1796,996,1201,4558,0,26,226,1876,80,2197,26
34025806501,0.9481596682218766,0.05184033177812338,1166,0,371,129,53,"Census Tract 8065.01, Monmouth County, New Jersey",0,336,185,302,143,113,87,690,1139,1829,239,68,1347,64,0,2757,1929,100,307,64
34025806502,0.9460649422124381,0.05393505778756191,1070,0,596,76,43,"Census Tract 8065.02, Monmouth County, New Jersey",0,378,171,107,135,238,41,683,1036,1719,254,160,1728,110,72,1670,1817,98,414,182
34025806503,0.97131931166348,0.028680688336520075,112,0,1904,41,59,"Census Tract 8065.03, Monmouth County, New Jersey",0,0,78,34,0,0,0,1497,27,1524,1070,834,3967,0,0,27,1569,45,1904,0
34025806504,0.9559183673469388,0.044081632653061226,888,0,717,23,19,"Census Tract 8065.04, Monmouth County, New Jersey",0,409,32,30,275,142,0,327,844,1171,283,294,1015,54,86,1775,1225,54,577,140
34025806600,0.8870967741935484,0.11290322580645161,104,0,2656,68,46,"Census Tract 8066, Monmouth County, New Jersey",0,90,0,0,0,0,14,1653,217,1870,1625,898,4636,0,133,765,2108,238,2523,133
34025807003,0.776661514683153,0.223338485316847,2273,0,304,556,146,"Census Tract 8070.03, Monmouth County, New Jersey",0,234,379,661,242,420,337,234,1776,2010,0,47,455,81,176,3718,2588,578,47,257
34025807004,0.8023360287511231,0.1976639712488769,2012,0,252,324,112,"Census Tract 8070.04, Monmouth County, New Jersey",0,258,443,855,190,179,87,388,1398,1786,56,88,659,36,72,2217,2226,440,144,108
34025807100,0.9022900763358779,0.09770992366412214,672,0,806,347,117,"Census Tract 8071, Monmouth County, New Jersey",0,24,262,108,17,79,182,558,624,1182,368,328,1404,52,58,1146,1310,128,696,110
34025807200,0.823271130625686,0.17672886937431395,700,0,205,264,108,"Census Tract 8072, Monmouth County, New Jersey",0,286,32,26,168,74,114,47,703,750,50,11,145,61,83,2118,911,161,61,144
34025807300,0.830267558528428,0.1697324414715719,531,0,262,408,109,"Census Tract 8073, Monmouth County, New Jersey",0,59,30,19,40,133,250,186,807,993,109,131,666,8,14,2896,1196,203,240,22
34025807400,0.6487467018469657,0.3512532981530343,1523,0,408,310,123,"Census Tract 8074, Monmouth County, New Jersey",0,125,186,228,401,312,271,780,1187,1967,227,112,1383,69,0,1608,3032,1065,339,69
34025807500,0.9068162208800691,0.09318377911993098,276,0.023295944779982744,621,162,24,"Census Tract 8075, Monmouth County, New Jersey",27,0,0,50,77,78,71,560,491,1051,141,441,1792,39,0,1124,1159,108,582,39
34025807600,0.8667724028548771,0.13322759714512292,468,0,625,277,40,"Census Tract 8076, Monmouth County, New Jersey",0,129,118,50,20,35,116,371,722,1093,395,107,981,38,85,1958,1261,168,502,123
34025807700,0.908289241622575,0.09171075837742504,654,0.06172839506172839,1312,232,0,"Census Tract 8077, Monmouth County, New Jersey",105,94,92,334,58,66,10,787,758,1545,334,651,2473,327,0,1663,1701,156,985,327
34025807800,0.9542319749216301,0.045768025078369905,53,0,2025,27,28,"Census Tract 8078, Monmouth County, New Jersey",0,0,0,0,8,8,37,1492,30,1522,980,1045,4151,0,0,122,1595,73,2025,0
34025807900,0.8947704081632653,0.10522959183673469,500,0.003826530612244898,838,86,41,"Census Tract 8079, Monmouth County, New Jersey",6,241,105,64,90,0,0,882,521,1403,391,355,2292,27,65,1224,1568,165,746,92
34025808001,0.9559859154929577,0.04401408450704225,18,0,1836,31,36,"Census Tract 8080.01, Monmouth County, New Jersey",0,0,0,0,0,0,18,1549,80,1629,891,816,3938,8,121,253,1704,75,1707,129
34025808002,0.9617486338797814,0.03825136612021858,141,0,704,34,38,"Census Tract 8080.02, Monmouth County, New Jersey",0,16,0,42,59,12,12,725,155,880,256,448,1879,0,0,297,915,35,704,0
34025808100,0.9342453662842012,0.06575463371579876,817,0.05913503971756399,1243,257,13,"Census Tract 8081, Monmouth County, New Jersey",134,83,123,251,193,125,42,1280,837,2117,575,580,2893,29,59,1735,2266,149,1155,88
34025808200,0.6953099376844867,0.30469006231551327,1404,0,1002,212,152,"Census Tract 8082, Monmouth County, New Jersey",0,423,507,20,201,71,182,962,1158,2120,506,434,1985,15,47,2231,3049,929,940,62
34025808300,0.6770045385779122,0.32299546142208774,395,0,644,70,72,"Census Tract 8083, Monmouth County, New Jersey",0,89,124,35,7,50,90,592,303,895,366,268,1172,5,5,584,1322,427,634,10
34025808401,0.6800526662277815,0.31994733377221857,667,0.028308097432521395,502,69,81,"Census Tract 8084.01, Monmouth County, New Jersey",43,157,202,68,89,77,74,560,473,1033,231,218,1341,53,0,829,1519,486,449,53
34025808402,0.693145710394916,0.306854289605084,735,0,589,121,68,"Census Tract 8084.02, Monmouth County, New Jersey",0,47,131,84,77,140,256,692,835,1527,288,239,1496,23,39,1961,2203,676,527,62
34025808500,0.8836545324768023,0.11634546752319772,388,0.030692362598144184,3740,98,45,"Census Tract 8085, Monmouth County, New Jersey",86,95,84,109,78,0,22,2005,471,2476,1917,1661,5382,46,116,872,2802,326,3578,162
34025808600,1,0,249,0,1866,80,18,"Census Tract 8086, Monmouth County, New Jersey",0,53,13,0,151,32,0,1687,385,2072,974,892,4904,0,0,1094,2072,0,1866,0
34025808701,0.9285352255448556,0.07146477445514444,376,0.020780537252914344,1731,141,41,"Census Tract 8087.01, Monmouth County, New Jersey",41,24,55,161,44,75,17,1437,395,1832,1259,433,4203,39,0,595,1973,141,1692,39
34025808702,0.9019607843137255,0.09803921568627451,88,0,1628,19,7,"Census Tract 8087.02, Monmouth County, New Jersey",0,0,0,10,60,18,0,1376,50,1426,1108,501,3823,19,0,151,1581,155,1609,19
34025808800,0.9365079365079365,0.06349206349206349,320,0,1699,124,58,"Census Tract 8088, Monmouth County, New Jersey",0,7,27,211,39,0,36,1392,437,1829,1030,533,3605,108,28,827,1953,124,1563,136
34025808900,0.8847784200385357,0.11522157996146436,916,0,1279,180,206,"Census Tract 8089, Monmouth County, New Jersey",0,212,114,137,146,239,68,1389,907,2296,542,679,3158,29,29,1437,2595,299,1221,58
34025809000,0.6776315789473685,0.3223684210526316,117,0.016917293233082706,377,83,22,"Census Tract 8090, Monmouth County, New Jersey",18,3,13,0,33,7,61,445,276,721,226,120,1009,31,0,662,1064,343,346,31
34025809100,0.5791487326637972,0.42085126733620276,289,0.010043041606886656,1165,24,114,"Census Tract 8091, Monmouth County, New Jersey",21,0,0,124,22,71,72,956,255,1211,626,520,2360,8,11,580,2091,880,1146,19
34025809200,0.6093133385951065,0.39068666140489344,44,0.02367797947908445,705,5,39,"Census Tract 8092, Monmouth County, New Jersey",30,0,13,0,0,14,17,740,32,772,357,348,1624,0,0,103,1267,495,705,0
34025809301,0.8867924528301887,0.11320754716981132,220,0,1024,65,9,"Census Tract 8093.01, Monmouth County, New Jersey",0,46,29,0,32,48,65,963,212,1175,423,554,2543,47,0,591,1325,150,977,47
34025809302,0.538210624417521,0.461789375582479,216,0,980,38,37,"Census Tract 8093.02, Monmouth County, New Jersey",0,0,38,0,8,49,121,1002,153,1155,599,354,2316,0,27,345,2146,991,953,27
34025809400,0.830999066293184,0.16900093370681607,207,0.003734827264239029,1363,43,26,"Census Tract 8094, Monmouth County, New Jersey",8,42,0,0,0,109,56,1617,163,1780,656,685,4397,22,0,312,2142,362,1341,22
34025809501,0.9210526315789473,0.07894736842105263,183,0.017303532804614274,3617,48,769,"Census Tract 8095.01, Monmouth County, New Jersey",48,79,27,54,23,0,0,2311,244,2555,3038,579,7854,0,0,628,2774,219,3617,0
34025809502,0.9861603974449965,0.013839602555003548,364,0.0383250532292406,2575,53,560,"Census Tract 8095.02, Monmouth County, New Jersey",108,80,0,0,207,57,20,2489,290,2779,1919,656,7462,0,0,959,2818,39,2575,0
34025809600,0.9410774410774411,0.058922558922558925,234,0.013468013468013467,3270,97,430,"Census Tract 8096, Monmouth County, New Jersey",32,49,0,0,8,132,45,2118,118,2236,2235,1035,6866,0,0,470,2376,140,3270,0
34025809701,0.9630281690140845,0.03697183098591549,57,0,2196,21,399,"Census Tract 8097.01, Monmouth County, New Jersey",0,0,0,33,0,0,24,1609,32,1641,1335,850,5359,0,11,130,1704,63,2185,11
34025809703,0.9354654483152485,0.06453455168475157,7,0,1572,143,379,"Census Tract 8097.03, Monmouth County, New Jersey",0,0,0,0,7,0,0,1564,74,1638,713,859,4116,0,0,204,1751,113,1572,0
34025809704,0.9872068230277186,0.01279317697228145,75,0,1852,0,596,"Census Tract 8097.04, Monmouth County, New Jersey",0,23,12,9,0,0,31,1733,119,1852,1208,636,5617,0,8,373,1876,24,1844,8
34025809901,0.9402143260011281,0.05978567399887197,0,0,1931,39,174,"Census Tract 8099.01, Monmouth County, New Jersey",0,0,0,0,0,0,0,1608,59,1667,1163,748,4820,20,0,156,1773,106,1911,20
34025809902,0.9733671528218135,0.02663284717818643,158,0,1281,44,106,"Census Tract 8099.02, Monmouth County, New Jersey",0,11,0,24,0,103,20,1361,174,1535,781,366,4215,134,0,483,1577,42,1147,134
34025809903,0.6060606060606061,0.3939393939393939,60,0,0,0,0,"Census Tract 8099.03, Monmouth County, New Jersey",0,0,0,0,4,18,38,0,60,60,0,0,0,0,0,216,99,39,0,0
34025810001,0.984036488027366,0.01596351197263398,41,0.027936145952109463,2028,30,199,"Census Tract 8100.01, Monmouth County, New Jersey",49,0,0,0,15,0,26,1540,186,1726,1180,848,5068,0,0,715,1754,28,2028,0
34025810002,0.8893905191873589,0.11060948081264109,1428,0,792,408,9,"Census Tract 8100.02, Monmouth County, New Jersey",0,752,0,39,499,138,0,1287,683,1970,397,312,2560,39,44,976,2215,245,709,83
34025810003,0.9860606060606061,0.013939393939393939,55,0,2290,28,201,"Census Tract 8100.03, Monmouth County, New Jersey",0,0,0,0,27,0,28,1523,104,1627,1468,809,4678,13,0,380,1650,23,2277,13
34025810004,0.9783653846153846,0.021634615384615384,38,0,1464,8,568,"Census Tract 8100.04, Monmouth County, New Jersey",0,0,0,0,27,0,11,1188,33,1221,861,603,4021,0,0,62,1248,27,1464,0
34025810101,0.9794617563739377,0.020538243626062325,104,0,2022,17,392,"Census Tract 8101.01, Monmouth County, New Jersey",0,0,7,97,0,0,0,1301,82,1383,1335,687,4146,0,0,119,1412,29,2022,0
34025810102,0.9531941808981658,0.04680581910183428,135,0,1533,24,395,"Census Tract 8101.02, Monmouth County, New Jersey",0,20,0,10,68,0,37,1296,211,1507,1077,437,3558,0,19,612,1581,74,1514,19
34025810200,0.9470411663807891,0.05295883361921098,811,0,1820,275,580,"Census Tract 8102, Monmouth County, New Jersey",0,360,25,247,0,0,179,3834,583,4417,1496,324,11666,0,0,1092,4664,247,1820,0
34025810300,0.9144981412639405,0.08550185873605948,282,0.011152416356877323,499,65,87,"Census Tract 8103, Monmouth County, New Jersey",9,37,29,53,54,25,84,480,258,738,298,201,1340,0,0,613,807,69,499,0
34025810401,0.9531380753138076,0.04686192468619247,11,0,1366,19,183,"Census Tract 8104.01, Monmouth County, New Jersey",0,0,0,0,0,0,11,1049,90,1139,733,613,3324,20,0,391,1195,56,1346,20
34025810402,0.9621928166351607,0.03780718336483932,348,0,2996,21,211,"Census Tract 8104.02, Monmouth County, New Jersey",0,86,0,0,118,100,44,2249,296,2545,2339,657,7185,0,0,723,2645,100,2996,0
34025810501,0.9534613147178592,0.04653868528214078,699,0,1460,47,62,"Census Tract 8105.01, Monmouth County, New Jersey",0,259,33,8,312,87,0,977,662,1639,704,608,2904,148,0,1586,1719,80,1312,148
34025810502,1,0,545,0,2520,185,450,"Census Tract 8105.02, Monmouth County, New Jersey",0,40,70,38,381,16,0,2156,478,2634,1277,1191,7178,33,19,850,2634,0,2468,52
34025810503,0.8577023498694517,0.1422976501305483,1000,0,610,167,150,"Census Tract 8105.03, Monmouth County, New Jersey",0,232,53,255,323,46,91,1247,724,1971,481,129,2485,0,0,1259,2298,327,610,0
34025810600,0.9334763948497854,0.06652360515021459,477,0.1255364806866953,1991,207,228,"Census Tract 8106, Monmouth County, New Jersey",351,32,0,174,257,0,14,2186,424,2610,1482,434,5525,37,38,692,2796,186,1916,75
34025810700,0.9548472775564409,0.0451527224435591,125,0,631,68,32,"Census Tract 8107, Monmouth County, New Jersey",0,0,11,0,46,55,13,532,187,719,264,329,1375,6,32,437,753,34,593,38
34025810800,0.8784615384615385,0.12153846153846154,774,0,629,313,98,"Census Tract 8108, Monmouth County, New Jersey",0,21,43,428,111,45,126,291,851,1142,206,165,858,161,97,2634,1300,158,371,258
34025810900,0.9467680608365019,0.053231939163498096,297,0,715,181,172,"Census Tract 8109, Monmouth County, New Jersey",0,30,0,4,172,47,44,615,381,996,422,293,1481,0,0,1408,1052,56,715,0
34025811000,0.9171554252199413,0.08284457478005865,553,0,1137,314,250,"Census Tract 8110, Monmouth County, New Jersey",0,69,10,181,34,96,163,516,735,1251,486,301,1342,294,56,2253,1364,113,787,350
34025811101,0.9627942293090357,0.03720577069096431,172,0,1066,168,129,"Census Tract 8111.01, Monmouth County, New Jersey",0,17,0,83,34,19,19,2186,350,2536,819,225,4850,22,0,733,2634,98,1044,22
34025811102,0.8869739478957915,0.11302605210420842,177,0.08697394789579159,2016,33,138,"Census Tract 8111.02, Monmouth County, New Jersey",217,0,0,0,105,0,72,1996,217,2213,1310,706,5755,0,0,917,2495,282,2016,0
34025811200,0.952263779527559,0.04773622047244094,148,0,2551,66,167,"Census Tract 8112, Monmouth County, New Jersey",0,0,0,67,0,38,43,1594,341,1935,1476,989,5013,86,0,987,2032,97,2465,86
